+--------------------+--------+--------------------------------+
| ensembl_protein_id | count  | LENGTH(proteins.sequence) * 19 |
| ENSP00000287437.3  |   4693 |                           4693 |
| ENSP00000308720.7  |   4693 |                           4693 |
| ENSP00000349084.4  |   4693 |                           4693 |
| ENSP00000365313.4  |   4693 |                           4693 |
| ENSP00000366115.3  |   4693 |                           4693 |
| ENSP00000486858.2  |   4703 |                           9405 |
| ENSP00000361400.2  |   4712 |                           4712 |
| ENSP00000367214.1  |   4712 |                           4712 |
| ENSP00000381633.3  |   4712 |                           4712 |
| ENSP00000432943.1  |   4712 |                           4712 |
| ENSP00000461135.1  |   4712 |                           4712 |
| ENSP00000327268.6  |   4731 |                           4731 |
| ENSP00000367743.2  |   4731 |                           4731 |
| ENSP00000379933.4  |   4731 |                           4731 |
| ENSP00000430676.1  |   4737 |                           7106 |
| ENSP00000246868.2  |   4750 |                           4750 |
| ENSP00000419045.2  |   4750 |                           4750 |
| ENSP00000445920.1  |   4750 |                           4750 |
| ENSP00000237837.1  |   4769 |                           4769 |
| ENSP00000344165.6  |   4769 |                           4769 |
| ENSP00000354028.3  |   4769 |                           4769 |
| ENSP00000423689.1  |   4769 |                           4769 |
| ENSP00000219097.2  |   4788 |                           4788 |
| ENSP00000225609.5  |   4788 |                           4788 |
| ENSP00000301244.5  |   4788 |                           4788 |
| ENSP00000370376.2  |   4788 |                           4788 |
| ENSP00000450962.3  |   4788 |                           4788 |
| ENSP00000497249.1  |   4788 |                           4788 |
| ENSP00000292330.2  |   4807 |                           4807 |
| ENSP00000297283.3  |   4807 |                           4807 |
| ENSP00000361186.3  |   4807 |                           4807 |
| ENSP00000363500.4  |   4807 |                           4807 |
| ENSP00000368752.4  |   4807 |                           4807 |
| ENSP00000380565.3  |   4807 |                           4807 |
| ENSP00000217305.2  |   4826 |                           4826 |
| ENSP00000292147.1  |   4826 |                           4826 |
| ENSP00000321684.4  |   4826 |                           4826 |
| ENSP00000326159.1  |   4826 |                           4826 |
| ENSP00000358857.4  |   4826 |                           4826 |
| ENSP00000367590.2  |   4826 |                           4826 |
| ENSP00000387219.3  |   4826 |                           4826 |
| ENSP00000477587.1  |   4826 |                           4826 |
| ENSP00000216455.4  |   4845 |                           4845 |
| ENSP00000228644.3  |   4845 |                           4845 |
| ENSP00000366729.3  |   4845 |                           4845 |
| ENSP00000298510.2  |   4864 |                           4864 |
| ENSP00000344566.4  |   4864 |                           4864 |
| ENSP00000364561.5  |   4864 |                           4864 |
| ENSP00000426455.2  |   4864 |                           4864 |
| ENSP00000238558.3  |   4883 |                           4883 |
| ENSP00000254227.3  |   4883 |                           4883 |
| ENSP00000377281.3  |   4883 |                           4883 |
| ENSP00000385981.3  |   4895 |                          12236 |
| ENSP00000215730.6  |   4902 |                           4902 |
| ENSP00000226798.4  |   4902 |                           4902 |
| ENSP00000269593.4  |   4902 |                           4902 |
| ENSP00000278317.6  |   4902 |                           4902 |
| ENSP00000434797.1  |   4902 |                           4902 |
| ENSP00000494667.1  |   4902 |                           4902 |
| ENSP00000275525.3  |   4921 |                           4921 |
| ENSP00000342032.3  |   4921 |                           4921 |
| ENSP00000358312.3  |   4921 |                           4921 |
| ENSP00000266557.3  |   4940 |                           4940 |
| ENSP00000282032.3  |   4940 |                           4940 |
| ENSP00000285379.4  |   4940 |                           4940 |
| ENSP00000305071.2  |   4940 |                           4940 |
| ENSP00000312599.5  |   4940 |                           4940 |
| ENSP00000360644.5  |   4940 |                           4940 |
| ENSP00000384513.2  |   4948 |                          12369 |
| ENSP00000317671.5  |   4956 |                          12388 |
| ENSP00000168216.6  |   4959 |                           4959 |
| ENSP00000234454.5  |   4959 |                           4959 |
| ENSP00000356918.1  |   4959 |                           4959 |
| ENSP00000359663.2  |   4959 |                           4959 |
| ENSP00000368438.5  |   4959 |                           4959 |
| ENSP00000429798.1  |   4959 |                           4959 |
| ENSP00000493302.2  |   4959 |                           4959 |
| ENSP00000493834.1  |   4959 |                           4959 |
| ENSP00000380037.3  |   4978 |                           4978 |
| ENSP00000249442.6  |   4997 |                           4997 |
| ENSP00000348944.2  |   4997 |                           4997 |
| ENSP00000498622.1  |   4997 |                           4997 |
| ENSP00000263774.4  |   5016 |                           5016 |
| ENSP00000290541.6  |   5016 |                           5016 |
| ENSP00000306997.6  |   5016 |                           5016 |
| ENSP00000477481.1  |   5016 |                           5016 |
| ENSP00000497483.1  |   5016 |                           7524 |
| ENSP00000501331.1  |   5028 |                          17594 |
| ENSP00000219281.3  |   5035 |                           5035 |
| ENSP00000293599.5  |   5035 |                           5035 |
| ENSP00000300452.3  |   5035 |                           5035 |
| ENSP00000357787.4  |   5035 |                           5035 |
| ENSP00000391759.2  |   5035 |                           5035 |
| ENSP00000440898.2  |   5035 |                           5035 |
| ENSP00000296149.4  |   5054 |                           5054 |
| ENSP00000296522.6  |   5054 |                           5054 |
| ENSP00000353099.5  |   5054 |                           5054 |
| ENSP00000379046.4  |   5054 |                           5054 |
| ENSP00000497221.1  |   5054 |                           5054 |
| ENSP00000498042.1  |   5054 |                          10108 |
| ENSP00000503400.1  |   5054 |                           5054 |
| ENSP00000236850.3  |   5073 |                           5073 |
| ENSP00000239243.5  |   5073 |                           5073 |
| ENSP00000379170.2  |   5073 |                           5073 |
| ENSP00000414390.2  |   5073 |                           5073 |
| ENSP00000323696.5  |   5079 |                           7619 |
| ENSP00000311697.7  |   5092 |                           5092 |
| ENSP00000365116.4  |   5092 |                           5092 |
| ENSP00000370139.4  |   5092 |                           5092 |
| ENSP00000287957.3  |   5111 |                           5111 |
| ENSP00000311165.4  |   5111 |                           5111 |
| ENSP00000352639.4  |   5111 |                           5111 |
| ENSP00000272286.2  |   5116 |                          12787 |
| ENSP00000356623.2  |   5130 |                           5130 |
| ENSP00000362464.2  |   5130 |                           5130 |
| ENSP00000367799.4  |   5130 |                           5130 |
| ENSP00000199280.3  |   5149 |                           5149 |
| ENSP00000312458.2  |   5149 |                           5149 |
| ENSP00000339168.4  |   5149 |                           5149 |
| ENSP00000255476.3  |   5168 |                           5168 |
| ENSP00000339631.6  |   5168 |                           5168 |
| ENSP00000340988.2  |   5168 |                           5168 |
| ENSP00000369293.3  |   5168 |                           5168 |
| ENSP00000364270.5  |   5187 |                           5187 |
| ENSP00000495951.1  |   5187 |                           5187 |
| ENSP00000306397.3  |   5206 |                           5206 |
| ENSP00000319788.5  |   5206 |                           5206 |
| ENSP00000346955.6  |   5206 |                           5206 |
| ENSP00000369863.4  |   5206 |                           5206 |
| ENSP00000379902.3  |   5206 |                           5206 |
| ENSP00000323046.4  |   5225 |                           5225 |
| ENSP00000324960.5  |   5225 |                           5225 |
| ENSP00000333551.3  |   5225 |                           5225 |
| ENSP00000341737.5  |   5225 |                           5225 |
| ENSP00000332721.4  |   5244 |                           5244 |
| ENSP00000361236.4  |   5244 |                           5244 |
